"RUN_NUM","COMP_CD","POL_NUM","AGT_CD","AGT_RANK_CD","BNS_RATE","BNS_BASE","BNS_AMT","WRTN_AGT","RPT_LVL","PREV_YTD_BNS","CURR_YTD_BNS","PARM1_VAL","PARM2_VAL","PARM3_VAL","PARM4_VAL","PARM5_VAL","TRANS_AC_IND","BNS_MTH","GOR_GEN_LVL"
"202004","GAGFYC","4268053719","G00202","BD","25","785385","196346.25","G00229","3","","","25","785385","15","0","","","202004","1"
"202004","GABFYC","4268112945","G00291","BSM","50","103251200","51625600","G00291","1","","","50","103251200","","","","","202004",""
"202004","GABFYC","4268112945","G00229","BD","50","103251200","51625600","G00291","2","","","50","103251200","","","","","202004",""
"202004","GAGFYC","4268112945","G00202","BD","25","103251200","25812800","G00229","3","","","25","103251200","15","0","","","202004","1"
"202004","GABFYC","4268112952","G00291","BSM","50","67056000","33528000","G00291","1","","","50","67056000","","","","","202004",""
"202004","GABFYC","4268112952","G00229","BD","50","67056000","33528000","G00291","2","","","50","67056000","","","","","202004",""
"202004","GAGFYC","4268112952","G00202","BD","25","67056000","16764000","G00229","3","","","25","67056000","15","0","","","202004","1"
"202004","GABFYC","4268365287","G00411","BSM","50","545895","272947.5","G00411","1","","","50","545895","","","","","202004",""
"202004","GABFYC","4268365287","G00229","BD","50","545895","272947.5","G00411","2","","","50","545895","","","","","202004",""
"202004","GAGFYC","4268365287","G00202","BD","25","545895","136473.75","G00229","3","","","25","545895","15","0","","","202004","1"
"202004","GABFYC","4268799477","G00548","BSM","50","22543360","9017344","G00548","1","","","50","22543360","","","","","202004",""
"202004","GABFYC","4268799477","G00502","BD","50","22543360","9017344","G00548","2","","","50","22543360","","","","","202004",""
"202004","GAGFYC","4268799477","G00478","BD","25","22543360","5635840","G00502","3","","","25","22543360","15","0","","","202004","1"
"202004","GABFYC","4268879618","G00605","BSM","50","206862000","82744800","G00605","1","","","50","206862000","","","","","202004",""
"202004","GABFYC","4268879618","G00502","BD","50","206862000","82744800","G00605","2","","","50","206862000","","","","","202004",""
"202004","GAGFYC","4268879618","G00478","BD","25","206862000","51715500","G00502","3","","","25","206862000","15","0","","","202004","1"
"202004","GABFYC","4268879626","G00605","BSM","50","61468000","24587200","G00605","1","","","50","61468000","","","","","202004",""
"202004","GABFYC","4268879626","G00502","BD","50","61468000","24587200","G00605","2","","","50","61468000","","","","","202004",""
"202004","GAGFYC","4268879626","G00478","BD","25","61468000","15367000","G00502","3","","","25","61468000","15","0","","","202004","1"
"202004","GABFYC","4268108000","G00290","BSM","50","61635000","30817500","G00290","1","","","50","61635000","","","","","202004",""
"202004","GABFYC","4268108000","G00229","BD","50","61635000","30817500","G00290","2","","","50","61635000","","","","","202004",""
"202004","GAGFYC","4268108000","G00202","BD","25","61635000","15408750","G00229","3","","","25","61635000","15","0","","","202004","1"
"202004","GABFYC","4268112960","G00291","BSM","50","73962000","36981000","G00291","1","","","50","73962000","","","","","202004",""
"202004","GABFYC","4268112960","G00229","BD","50","73962000","36981000","G00291","2","","","50","73962000","","","","","202004",""
"202004","GAGFYC","4268112960","G00202","BD","25","73962000","18490500","G00229","3","","","25","73962000","15","0","","","202004","1"
